task,robot,model,checkpoint,action,success_rate
PnPCounterToSink,PandaOGGripper,base--panda_og_pnp,1_0k,act,2.0
PnPCounterToSink,PandaOGGripper,base--panda_og_pnp,3_0k,act,4.0
PnPCounterToSink,PandaOGGripper,base--panda_og_pnp,2_0k,act,4.0
PnPCounterToSink,PandaOGGripper,aux--panda_og+mg_pnp,2_0k,act,25.0
PnPCounterToSink,PandaOGGripper,aux--panda_og+mg_pnp,3_0k,act,37.0
PnPCounterToSink,PandaOGGripper,aux--panda_og+mg_pnp,1_0k,act,32.0
PnPCounterToSink,PandaOGGripper,base--panda_og+mg_pnp,1_0k,act,5.0
PnPCounterToSink,PandaOGGripper,base--panda_og+mg_pnp,3_0k,act,8.0
PnPCounterToSink,PandaOGGripper,base--panda_og+mg_pnp,2_0k,act,9.0
PnPCounterToSink,PandaOGGripper,aux--panda_og+mg_pnp_lite,1_0k,ee,18.0
PnPCounterToSink,PandaOGGripper,aux--panda_og+mg_pnp_lite,1_0k,act,19.0
PnPCounterToSink,PandaOGGripper,aux--panda_og+mg_pnp_lite,1_0k,bbox,24.0
PnPCounterToSink,PandaOGGripper,aux--panda_og+mg_pnp_lite,1_0k,lm,18.0
PnPCounterToSink,PandaOGGripper,aux--panda_og+mg_pnp_lite,2_0k,ee,25.0
PnPCounterToSink,PandaOGGripper,aux--panda_og+mg_pnp_lite,2_0k,lm,16.0
PnPCounterToSink,PandaOGGripper,aux--panda_og+mg_pnp_lite,2_0k,bbox,21.0
PnPCounterToSink,PandaOGGripper,aux--panda_og+mg_pnp_lite,2_0k,act,20.0
PnPCounterToSink,PandaOGGripper,aux--panda_og+mg_pnp_lite,3_0k,act,20.0
PnPCounterToSink,PandaOGGripper,aux--panda_og+mg_pnp_lite,3_0k,ee,21.0
PnPCounterToSink,PandaOGGripper,aux--panda_og+mg_pnp_lite,3_0k,bbox,18.0
PnPCounterToSink,PandaOGGripper,aux--panda_og+mg_pnp_lite,3_0k,lm,18.0
PnPCounterToSink,PandaOGGripper,aux--mg_pnp,250_0k,act,0.0
PnPCounterToSink,PandaOGGripper,aux--mg_pnp,200_0k,act,1.0
PnPCounterToSink,PandaOGGripper,aux--mg_pnp,150_0k,act,4.0
PnPCounterToSink,PandaOGGripper,aux--panda_og_pnp,2_0k,act,12.0
PnPCounterToSink,PandaOGGripper,aux--panda_og_pnp,3_0k,act,10.0
PnPCounterToSink,PandaOGGripper,aux--panda_og_pnp,1_0k,act,8.0
PnPCounterToSink,PandaOGGripper,lm--panda_og+mg_pnp_lite,3_0k,act,7.0
PnPCounterToSink,PandaOGGripper,lm--panda_og+mg_pnp_lite,2_0k,act,4.0
PnPCounterToSink,PandaOGGripper,lm--panda_og+mg_pnp_lite,1_0k,act,6.0
PnPCounterToSink,PandaOGGripper,bbox--panda_og+mg_pnp_lite,2_0k,act,4.0
PnPCounterToSink,PandaOGGripper,bbox--panda_og+mg_pnp_lite,3_0k,act,10.0
PnPCounterToSink,PandaOGGripper,bbox--panda_og+mg_pnp_lite,1_0k,act,10.0
PnPCounterToSink,PandaOGGripper,aux--panda_og+mg_panda_og_pnp,2_0k,act,54.0
PnPCounterToSink,PandaOGGripper,aux--panda_og+mg_panda_og_pnp,3_0k,act,57.0
PnPCounterToSink,PandaOGGripper,aux--panda_og+mg_panda_og_pnp,1_0k,act,56.0
PnPCounterToSink,PandaOGGripper,ee--panda_og+mg_pnp_lite,1_0k,act,23.0
PnPCounterToSink,PandaOGGripper,ee--panda_og+mg_pnp_lite,2_0k,act,21.0
PnPCounterToSink,PandaOGGripper,ee--panda_og+mg_pnp_lite,3_0k,act,29.0
PnPCounterToSink,PandaOGGripper,base--panda_og+mg_panda_og_pnp,3_0k,act,30.0
PnPCounterToSink,PandaOGGripper,base--panda_og+mg_panda_og_pnp,2_0k,act,30.0
PnPCounterToSink,PandaOGGripper,base--panda_og+mg_panda_og_pnp,1_0k,act,28.0
PnPCounterToSink,PandaOGGripper,base--mg_pnp,200_0k,act,0.0
PnPCounterToSink,PandaOGGripper,base--mg_pnp,150_0k,act,0.0
PnPCounterToSink,PandaOGGripper,base--mg_pnp,250_0k,act,1.0
PnPCounterToSink,PandaOGGripper,aux_no_act--panda_og+mg_pnp_lite,3_0k,act,8.0
PnPCounterToSink,PandaOGGripper,aux_no_act--panda_og+mg_pnp_lite,5_0k,act,5.0
PnPCounterToSink,PandaOGGripper,aux_no_act--panda_og+mg_pnp_lite,4_0k,act,8.0
PnPCounterToSink,PandaOGGripper,base--panda_og+mg_pnp_lite,1_0k,act,0.0
PnPCounterToSink,PandaOGGripper,base--panda_og+mg_pnp_lite,3_0k,act,6.0
PnPCounterToSink,PandaOGGripper,base--panda_og+mg_pnp_lite,2_0k,act,5.0
PnPCounterToSink,PandaOGGripper,chain--panda_og+mg_pnp_lite,1_0k,act,18.0
PnPCounterToSink,PandaOGGripper,chain--panda_og+mg_pnp_lite,2_0k,act,15.0
PnPCounterToSink,PandaOGGripper,chain--panda_og+mg_pnp_lite,3_0k,act,15.0
PnPCounterToSink,Jaco,base--mg_pnp_lite,30_0k,act,16.0
PnPCounterToSink,Jaco,base--mg_pnp_lite,50k,act,13.0
PnPCounterToSink,Jaco,base--mg_pnp_lite,40_0k,act,11.0
PnPCounterToSink,Jaco,ee--jaco+mg_pnp_lite,2k,act,37.0
PnPCounterToSink,Jaco,ee--jaco+mg_pnp_lite,3k,act,34.0
PnPCounterToSink,Jaco,ee--jaco+mg_pnp_lite,1k,act,34.0
PnPCounterToSink,Jaco,aux--jaco+mg_pnp_lite,3k,act,42.0
PnPCounterToSink,Jaco,aux--jaco+mg_pnp_lite,2k,act,48.0
PnPCounterToSink,Jaco,aux--jaco+mg_pnp_lite,1k,act,36.0
PnPCounterToSink,Jaco,chain--jaco+mg_pnp_lite,2_0k,act,31.0
PnPCounterToSink,Jaco,chain--jaco+mg_pnp_lite,3_0k,act,38.0
PnPCounterToSink,Jaco,chain--jaco+mg_pnp_lite,1_0k,act,40.0
PnPCounterToSink,Jaco,aux_no_act--jaco+mg_pnp_lite,4k,act,34.0
PnPCounterToSink,Jaco,aux_no_act--jaco+mg_pnp_lite,3k,act,39.0
PnPCounterToSink,Jaco,aux_no_act--jaco+mg_pnp_lite,5k,act,41.0
PnPCounterToSink,Jaco,aux_only--jaco+mg_pnp_lite,3k,act,31.0
PnPCounterToSink,Jaco,aux_only--jaco+mg_pnp_lite,4k,act,27.0
PnPCounterToSink,Jaco,aux_only--jaco+mg_pnp_lite,5k,act,40.0
PnPCounterToSink,Jaco,base--jaco+mg_pnp_lite,1k,act,21.0
PnPCounterToSink,Jaco,base--jaco+mg_pnp_lite,3k,act,21.0
PnPCounterToSink,Jaco,base--jaco+mg_pnp_lite,2k,act,22.0
PnPCounterToSink,Jaco,aux--jaco_pnp,2k,act,7.0
PnPCounterToSink,Jaco,aux--jaco_pnp,3k,act,10.0
PnPCounterToSink,Jaco,aux--jaco_pnp,1k,act,8.0
PnPCounterToSink,Jaco,aux--jaco+mg_pnp,1k,act,39.0
PnPCounterToSink,Jaco,aux--jaco+mg_pnp,1k,bbox,34.0
PnPCounterToSink,Jaco,aux--jaco+mg_pnp,1k,lm,44.0
PnPCounterToSink,Jaco,aux--jaco+mg_pnp,1k,ee,40.0
PnPCounterToSink,Jaco,aux--jaco+mg_pnp,3k,ee,37.0
PnPCounterToSink,Jaco,aux--jaco+mg_pnp,3k,bbox,36.0
PnPCounterToSink,Jaco,aux--jaco+mg_pnp,3k,lm,37.0
PnPCounterToSink,Jaco,aux--jaco+mg_pnp,3k,act,27.0
PnPCounterToSink,Jaco,aux--jaco+mg_pnp,2k,lm,26.0
PnPCounterToSink,Jaco,aux--jaco+mg_pnp,2k,act,28.0
PnPCounterToSink,Jaco,aux--jaco+mg_pnp,2k,bbox,23.0
PnPCounterToSink,Jaco,aux--jaco+mg_pnp,2k,ee,25.0
PnPCounterToSink,Jaco,chain--mg_pnp_lite,50_0k,act,10.0
PnPCounterToSink,Jaco,chain--mg_pnp_lite,40_0k,act,9.0
PnPCounterToSink,Jaco,chain--mg_pnp_lite,30_0k,act,12.0
PnPCounterToSink,Jaco,aux--jaco+mg_jaco_pnp,3_0k,act,44.0
PnPCounterToSink,Jaco,aux--jaco+mg_jaco_pnp,2_0k,act,28.0
PnPCounterToSink,Jaco,aux--jaco+mg_jaco_pnp,1_0k,act,44.0
PnPCounterToSink,Jaco,lm--jaco+mg_pnp_lite,2k,act,31.0
PnPCounterToSink,Jaco,lm--jaco+mg_pnp_lite,3k,act,39.0
PnPCounterToSink,Jaco,lm--jaco+mg_pnp_lite,1k,act,41.0
PnPCounterToSink,Jaco,aux_old--jaco+mg_pnp,3k,act_2,28.0
PnPCounterToSink,Jaco,aux_old--jaco+mg_pnp,3k,act,25.0
PnPCounterToSink,Jaco,aux_old--jaco+mg_pnp,2k,act,34.0
PnPCounterToSink,Jaco,aux_old--jaco+mg_pnp,1k,act,29.0
PnPCounterToSink,Jaco,bbox--jaco+mg_pnp_lite,2k,act,24.0
PnPCounterToSink,Jaco,bbox--jaco+mg_pnp_lite,3k,act,28.0
PnPCounterToSink,Jaco,bbox--jaco+mg_pnp_lite,1k,act,22.0
PnPCounterToSink,Jaco,aux--mg_pnp_lite,50k,act,10.0
PnPCounterToSink,Jaco,aux--mg_pnp_lite,40_0k,act,13.0
PnPCounterToSink,Jaco,aux--mg_pnp_lite,30_0k,act,13.0
PnPCounterToSink,Jaco,base--jaco+mg_pnp,1k,act,27.0
PnPCounterToSink,Jaco,base--jaco+mg_pnp,1k,act_2,25.0
PnPCounterToSink,Jaco,base--jaco+mg_pnp,3k,act,23.0
PnPCounterToSink,Jaco,base--jaco+mg_pnp,2k,act,31.0
PnPCounterToSink,Jaco,base--mg_pnp,150k,act,4.0
PnPCounterToSink,Jaco,base--mg_pnp,200_0k,act,8.0
PnPCounterToSink,Jaco,base--mg_pnp,250_0k,act,11.0
PnPCounterToSink,Jaco,base--jaco_pnp,3k,act,5.0
PnPCounterToSink,Jaco,base--jaco_pnp,2k,act,2.0
PnPCounterToSink,Jaco,base--jaco_pnp,1k,act,7.0
PnPCounterToSink,Jaco,aux--mg_pnp,250k,act,27.0
PnPCounterToSink,Jaco,aux--mg_pnp,150_0k,act,27.0
PnPCounterToSink,Jaco,aux--mg_pnp,200_0k,act,29.0
PnPCounterToSink,Jaco,base--jaco+mg_jaco_pnp,3_0k,act,41.0
PnPCounterToSink,Jaco,base--jaco+mg_jaco_pnp,2_0k,act,37.0
PnPCounterToSink,Jaco,base--jaco+mg_jaco_pnp,1_0k,act,29.0
PnPCounterToSink,IIWA,aux--mg_iiwa_pnp,30k,act,62.0
PnPCounterToSink,IIWA,aux--mg_iiwa_pnp,50k,act,60.0
PnPCounterToSink,IIWA,aux--mg_iiwa_pnp,40k,act,55.0
PnPCounterToSink,IIWA,base--mg_iiwa_pnp,30k,act,41.0
PnPCounterToSink,IIWA,base--mg_iiwa_pnp,40k,act,37.0
PnPCounterToSink,IIWA,base--mg_iiwa_pnp,50k,act,37.0
PnPCounterToSink,IIWA,base--mg_iiwa_pnp_lite,10k,act,13.0
PnPCounterToSink,IIWA,base--mg_iiwa_pnp_lite,20k,act,8.0
PnPCounterToSink,IIWA,base--mg_iiwa_pnp_lite,30k,act,14.0
PnPCounterToSink,IIWA,aux--mg_pnp_lite,30k,act,39.0
PnPCounterToSink,IIWA,aux--mg_pnp_lite,40k,act,51.0
PnPCounterToSink,IIWA,aux--mg_pnp_lite,50k,act,53.0
PnPCounterToSink,IIWA,aux--mg_iiwa_pnp_lite,20k,act,29.0
PnPCounterToSink,IIWA,aux--mg_iiwa_pnp_lite,30k,act,33.0
PnPCounterToSink,IIWA,aux--mg_iiwa_pnp_lite,10k,act,30.0
PnPCounterToSink,IIWA,base--mg_pnp,200k,act,32.0
PnPCounterToSink,IIWA,base--mg_pnp,250k,act,37.0
PnPCounterToSink,IIWA,base--mg_pnp,150k,act,42.0
PnPCounterToSink,IIWA,aux--mg_pnp,150k,act,52.0
PnPCounterToSink,IIWA,aux--mg_pnp,250k,act,57.0
PnPCounterToSink,IIWA,aux--mg_pnp,200k,act,61.0
PnPCounterToSink,IIWA,base--mg_pnp_lite,40k,act,36.0
PnPCounterToSink,IIWA,base--mg_pnp_lite,50k,act,37.0
PnPCounterToSink,IIWA,base--mg_pnp_lite,30k,act,25.0
PnPCounterToSink,Panda,chain--mg_pnp_lite,30_0k,act,6.0
PnPCounterToSink,Panda,chain--mg_pnp_lite,40_0k,act,3.0
PnPCounterToSink,Panda,chain--mg_pnp_lite,50_0k,act,3.0
PnPCounterToSink,Panda,base--panda+mg_pnp,3k,act,26.0
PnPCounterToSink,Panda,base--panda+mg_pnp,2k,act,24.0
PnPCounterToSink,Panda,base--panda+mg_pnp,1k,act,21.0
PnPCounterToSink,Panda,lm--panda+mg_pnp_lite,2k,act,9.0
PnPCounterToSink,Panda,lm--panda+mg_pnp_lite,3k,act,13.0
PnPCounterToSink,Panda,lm--panda+mg_pnp_lite,1k,act,13.0
PnPCounterToSink,Panda,base--panda_pnp,3k,act,5.0
PnPCounterToSink,Panda,base--panda_pnp,2k,act,5.0
PnPCounterToSink,Panda,base--panda_pnp,1k,act,3.0
PnPCounterToSink,Panda,bbox--panda+mg_pnp_lite,2k,act,18.0
PnPCounterToSink,Panda,bbox--panda+mg_pnp_lite,3k,act,22.0
PnPCounterToSink,Panda,bbox--panda+mg_pnp_lite,1k,act,17.0
PnPCounterToSink,Panda,aux--panda_pnp,1k,act,9.0
PnPCounterToSink,Panda,aux--panda_pnp,3k,act,20.0
PnPCounterToSink,Panda,aux--panda_pnp,2k,act,20.0
PnPCounterToSink,Panda,base--mg_pnp_lite,50k,act,3.0
PnPCounterToSink,Panda,base--mg_pnp_lite,30_0k,act,7.0
PnPCounterToSink,Panda,base--mg_pnp_lite,40_0k,act,5.0
PnPCounterToSink,Panda,aux_no_act--panda+mg_pnp_lite,3k,act,28.0
PnPCounterToSink,Panda,aux_no_act--panda+mg_pnp_lite,4k,act,20.0
PnPCounterToSink,Panda,aux_no_act--panda+mg_pnp_lite,5k,act,29.0
PnPCounterToSink,Panda,base--panda+mg_panda_pnp,3_0k,act,15.0
PnPCounterToSink,Panda,base--panda+mg_panda_pnp,2_0k,act,24.0
PnPCounterToSink,Panda,base--panda+mg_panda_pnp,1_0k,act,28.0
PnPCounterToSink,Panda,aux--panda+mg_pnp,3k,bbox,39.0
PnPCounterToSink,Panda,aux--panda+mg_pnp,3k,lm,34.0
PnPCounterToSink,Panda,aux--panda+mg_pnp,3k,act,38.0
PnPCounterToSink,Panda,aux--panda+mg_pnp,3k,ee,34.0
PnPCounterToSink,Panda,aux--panda+mg_pnp,2k,act,27.0
PnPCounterToSink,Panda,aux--panda+mg_pnp,2k,bbox,25.0
PnPCounterToSink,Panda,aux--panda+mg_pnp,2k,lm,26.0
PnPCounterToSink,Panda,aux--panda+mg_pnp,2k,ee,30.0
PnPCounterToSink,Panda,aux--panda+mg_pnp,1k,lm,42.0
PnPCounterToSink,Panda,aux--panda+mg_pnp,1k,bbox,44.0
PnPCounterToSink,Panda,aux--panda+mg_pnp,1k,act,41.0
PnPCounterToSink,Panda,aux--panda+mg_pnp,1k,ee,36.0
PnPCounterToSink,Panda,aux--mg_pnp_lite,30_0k,act,5.0
PnPCounterToSink,Panda,aux--mg_pnp_lite,40_0k,act,4.0
PnPCounterToSink,Panda,aux--mg_pnp_lite,50k,act,9.0
PnPCounterToSink,Panda,aux_only--panda+mg_pnp_lite,4k,act,10.0
PnPCounterToSink,Panda,aux_only--panda+mg_pnp_lite,3k,act,11.0
PnPCounterToSink,Panda,aux_only--panda+mg_pnp_lite,5k,act,10.0
PnPCounterToSink,Panda,aux_old--panda+mg_pnp_lite,1k,act,31.0
PnPCounterToSink,Panda,aux_old--panda+mg_pnp_lite,2k,act,17.0
PnPCounterToSink,Panda,aux_old--panda+mg_pnp_lite,3k,act,23.0
PnPCounterToSink,Panda,chain--panda+mg_pnp_lite,1_0k,act,22.0
PnPCounterToSink,Panda,chain--panda+mg_pnp_lite,2_0k,act,33.0
PnPCounterToSink,Panda,chain--panda+mg_pnp_lite,3_0k,act,21.0
PnPCounterToSink,Panda,base--panda+mg_pnp_lite,2k,act,8.0
PnPCounterToSink,Panda,base--panda+mg_pnp_lite,3k,act,11.0
PnPCounterToSink,Panda,base--panda+mg_pnp_lite,1k,act,14.0
PnPCounterToSink,Panda,ee--panda+mg_pnp_lite,3k,act,24.0
PnPCounterToSink,Panda,ee--panda+mg_pnp_lite,2k,act,14.0
PnPCounterToSink,Panda,ee--panda+mg_pnp_lite,1k,act,21.0
PnPCounterToSink,Panda,aux--panda+mg_panda_pnp,1_0k,act,37.0
PnPCounterToSink,Panda,aux--panda+mg_panda_pnp,2_0k,act,41.0
PnPCounterToSink,Panda,aux--panda+mg_panda_pnp,3_0k,act,34.0
PnPCounterToSink,Panda,base--mg_pnp,200_0k,act,0.0
PnPCounterToSink,Panda,base--mg_pnp,150k,act,1.0
PnPCounterToSink,Panda,base--mg_pnp,250_0k,act,0.0
PnPCounterToSink,Panda,aux--panda+mg_pnp_lite--image_aug,3k,act_2,24.0
PnPCounterToSink,Panda,aux--panda+mg_pnp_lite--image_aug,5k,act_2,26.0
PnPCounterToSink,Panda,aux--panda+mg_pnp_lite--image_aug,1k,act_2,32.0
PnPCounterToSink,Panda,aux--panda+mg_pnp_lite,1k,act,23.0
PnPCounterToSink,Panda,aux--panda+mg_pnp_lite,2k,act,32.0
PnPCounterToSink,Panda,aux--panda+mg_pnp_lite,3k,act,29.0
PnPCounterToSink,Panda,aux--mg_pnp,250k,act,9.0
PnPCounterToSink,Panda,aux--mg_pnp,200_0k,act,11.0
PnPCounterToSink,Panda,aux--mg_pnp,150_0k,act,12.0
PnPCounterToSink,UR5e,aux--mg_ur5e_pnp,30k,act,30.0
PnPCounterToSink,UR5e,aux--mg_ur5e_pnp,50k,act,37.0
PnPCounterToSink,UR5e,aux--mg_ur5e_pnp,40k,act,33.0
PnPCounterToSink,UR5e,aux--mg_ur5e_pnp_lite,10k,act,10.0
PnPCounterToSink,UR5e,aux--mg_ur5e_pnp_lite,30k,act,14.0
PnPCounterToSink,UR5e,aux--mg_ur5e_pnp_lite,20k,act,14.0
PnPCounterToSink,UR5e,aux--mg_pnp_lite,50k,act,35.0
PnPCounterToSink,UR5e,aux--mg_pnp_lite,40k,act,29.0
PnPCounterToSink,UR5e,aux--mg_pnp_lite,30k,act,36.0
PnPCounterToSink,UR5e,base--mg_ur5e_pnp_lite,10k,act,4.0
PnPCounterToSink,UR5e,base--mg_ur5e_pnp_lite,20k,act,14.0
PnPCounterToSink,UR5e,base--mg_ur5e_pnp_lite,30k,act,9.0
PnPCounterToSink,UR5e,base--mg_ur5e_pnp,50k,act,16.0
PnPCounterToSink,UR5e,base--mg_ur5e_pnp,40k,act,14.0
PnPCounterToSink,UR5e,base--mg_ur5e_pnp,30k,act,12.0
PnPCounterToSink,UR5e,aux--mg_pnp,150k,act,47.0
PnPCounterToSink,UR5e,aux--mg_pnp,250k,act,54.0
PnPCounterToSink,UR5e,aux--mg_pnp,200k,act,45.0
PnPCounterToSink,UR5e,base--mg_pnp_lite,50k,act,18.0
PnPCounterToSink,UR5e,base--mg_pnp_lite,40k,act,8.0
PnPCounterToSink,UR5e,base--mg_pnp_lite,30k,act,14.0
PnPCounterToSink,UR5e,base--mg_pnp,200k,act,24.0
PnPCounterToSink,UR5e,base--mg_pnp,150k,act,29.0
PnPCounterToSink,UR5e,base--mg_pnp,250k,act,18.0
PnPCounterToSink,Kinova,base--mg_kinova_pnp_lite,10k,act,13.0
PnPCounterToSink,Kinova,base--mg_kinova_pnp_lite,20k,act,13.0
PnPCounterToSink,Kinova,base--mg_kinova_pnp_lite,30k,act,11.0
PnPCounterToSink,Kinova,aux--mg_pnp_lite,30k,act,45.0
PnPCounterToSink,Kinova,aux--mg_pnp_lite,50k,act,46.0
PnPCounterToSink,Kinova,aux--mg_pnp_lite,40k,act,40.0
PnPCounterToSink,Kinova,aux--mg_pnp,150k,ee,49.0
PnPCounterToSink,Kinova,aux--mg_pnp,150k,lm,50.0
PnPCounterToSink,Kinova,aux--mg_pnp,150k,act,57.0
PnPCounterToSink,Kinova,aux--mg_pnp,150k,bbox,51.0
PnPCounterToSink,Kinova,aux--mg_pnp,250k,act,53.0
PnPCounterToSink,Kinova,aux--mg_pnp,200k,act,53.0
PnPCounterToSink,Kinova,aux--mg_kinova_pnp_lite,10k,act,36.0
PnPCounterToSink,Kinova,aux--mg_kinova_pnp_lite,30k,act,39.0
PnPCounterToSink,Kinova,aux--mg_kinova_pnp_lite,20k,act,33.0
PnPCounterToSink,Kinova,aux--mg_kinova_pnp,30k,act,62.0
PnPCounterToSink,Kinova,aux--mg_kinova_pnp,40k,act,64.0
PnPCounterToSink,Kinova,aux--mg_kinova_pnp,50k,act,56.0
PnPCounterToSink,Kinova,base--mg_pnp,200k,act,28.0
PnPCounterToSink,Kinova,base--mg_pnp,250k,act,36.0
PnPCounterToSink,Kinova,base--mg_pnp,150k,act,40.0
PnPCounterToSink,Kinova,base--mg_kinova_pnp,30k,act,35.0
PnPCounterToSink,Kinova,base--mg_kinova_pnp,50k,act,38.0
PnPCounterToSink,Kinova,base--mg_kinova_pnp,40k,act,39.0
PnPCounterToSink,Kinova,base--mg_pnp_lite,30k,act,31.0
PnPCounterToSink,Kinova,base--mg_pnp_lite,50k,act,32.0
PnPCounterToSink,Kinova,base--mg_pnp_lite,40k,act,28.0
TurnOnSinkFaucet,UR5e,aux--mg_turn_on_sink_lite,15_0k,act,49.0
TurnOnSinkFaucet,UR5e,aux--mg_turn_on_sink_lite,5_0k,act,51.0
TurnOnSinkFaucet,UR5e,aux--mg_turn_on_sink_lite,10_0k,act,46.0
TurnOnSinkFaucet,UR5e,base--mg_turn_on_sink_lite,10_0k,act,39.0
TurnOnSinkFaucet,UR5e,base--mg_turn_on_sink_lite,15_0k,act,51.0
TurnOnSinkFaucet,UR5e,base--mg_turn_on_sink_lite,5_0k,act,49.0
TurnOnSinkFaucet,UR5e,aux--mg_turn_on_sink,10_0k,act,69.0
TurnOnSinkFaucet,UR5e,aux--mg_turn_on_sink,20_0k,act,56.0
TurnOnSinkFaucet,UR5e,aux--mg_turn_on_sink,30_0k,act,64.0
TurnOnSinkFaucet,UR5e,base--mg_turn_on_sink,10_0k,act,53.0
TurnOnSinkFaucet,UR5e,base--mg_turn_on_sink,30_0k,act,58.0
TurnOnSinkFaucet,UR5e,base--mg_turn_on_sink,20_0k,act,63.0
TurnOnSinkFaucet,PandaOGGripper,base--panda_og+mg_panda_og_turn_on_sink,1_0k,act,41.0
TurnOnSinkFaucet,PandaOGGripper,base--panda_og+mg_panda_og_turn_on_sink,2_0k,act,30.0
TurnOnSinkFaucet,PandaOGGripper,base--panda_og+mg_panda_og_turn_on_sink,1_5k,act,35.0
TurnOnSinkFaucet,PandaOGGripper,aux--mg_turn_on_sink,30_0k,act,2.0
TurnOnSinkFaucet,PandaOGGripper,aux--mg_turn_on_sink,20_0k,act,0.0
TurnOnSinkFaucet,PandaOGGripper,aux--mg_turn_on_sink,10_0k,act,0.0
TurnOnSinkFaucet,PandaOGGripper,base--panda_og+mg_turn_on_sink_lite,2_0k,act,36.0
TurnOnSinkFaucet,PandaOGGripper,base--panda_og+mg_turn_on_sink_lite,1_0k,act,41.0
TurnOnSinkFaucet,PandaOGGripper,base--panda_og+mg_turn_on_sink_lite,1_5k,act,46.0
TurnOnSinkFaucet,PandaOGGripper,base--panda_og+mg_turn_on_sink,1_0k,act,56.0
TurnOnSinkFaucet,PandaOGGripper,base--panda_og+mg_turn_on_sink,2_0k,act,46.0
TurnOnSinkFaucet,PandaOGGripper,base--panda_og+mg_turn_on_sink,1_5k,act,53.0
TurnOnSinkFaucet,PandaOGGripper,aux--panda_og+mg_panda_og_turn_on_sink,1_0k,act,48.0
TurnOnSinkFaucet,PandaOGGripper,aux--panda_og+mg_panda_og_turn_on_sink,2_0k,act,52.0
TurnOnSinkFaucet,PandaOGGripper,aux--panda_og+mg_panda_og_turn_on_sink,1_5k,act,44.0
TurnOnSinkFaucet,PandaOGGripper,aux--panda_og_turn_on_sink,1_5k,act,26.0
TurnOnSinkFaucet,PandaOGGripper,aux--panda_og_turn_on_sink,2_0k,act,23.0
TurnOnSinkFaucet,PandaOGGripper,aux--panda_og_turn_on_sink,1_0k,act,26.0
TurnOnSinkFaucet,PandaOGGripper,aux--panda_og+mg_turn_on_sink_lite,1_5k,ee,39.0
TurnOnSinkFaucet,PandaOGGripper,aux--panda_og+mg_turn_on_sink_lite,1_5k,bbox,46.0
TurnOnSinkFaucet,PandaOGGripper,aux--panda_og+mg_turn_on_sink_lite,1_5k,act,48.0
TurnOnSinkFaucet,PandaOGGripper,aux--panda_og+mg_turn_on_sink_lite,1_5k,lm,47.0
TurnOnSinkFaucet,PandaOGGripper,aux--panda_og+mg_turn_on_sink_lite,1_0k,lm,38.0
TurnOnSinkFaucet,PandaOGGripper,aux--panda_og+mg_turn_on_sink_lite,1_0k,bbox,47.0
TurnOnSinkFaucet,PandaOGGripper,aux--panda_og+mg_turn_on_sink_lite,1_0k,act,46.0
TurnOnSinkFaucet,PandaOGGripper,aux--panda_og+mg_turn_on_sink_lite,1_0k,ee,40.0
TurnOnSinkFaucet,PandaOGGripper,aux--panda_og+mg_turn_on_sink_lite,2_0k,act,35.0
TurnOnSinkFaucet,PandaOGGripper,aux--panda_og+mg_turn_on_sink_lite,2_0k,bbox,39.0
TurnOnSinkFaucet,PandaOGGripper,aux--panda_og+mg_turn_on_sink_lite,2_0k,ee,37.0
TurnOnSinkFaucet,PandaOGGripper,aux--panda_og+mg_turn_on_sink_lite,2_0k,lm,36.0
TurnOnSinkFaucet,PandaOGGripper,base--mg_turn_on_sink,20_0k,act,7.0
TurnOnSinkFaucet,PandaOGGripper,base--mg_turn_on_sink,30_0k,act,6.0
TurnOnSinkFaucet,PandaOGGripper,base--mg_turn_on_sink,10_0k,act,1.0
TurnOnSinkFaucet,PandaOGGripper,aux--panda_og+mg_turn_on_sink,1_0k,act,50.0
TurnOnSinkFaucet,PandaOGGripper,aux--panda_og+mg_turn_on_sink,2_0k,act,43.0
TurnOnSinkFaucet,PandaOGGripper,aux--panda_og+mg_turn_on_sink,1_5k,act,46.0
TurnOnSinkFaucet,PandaOGGripper,base--panda_og_turn_on_sink,1_5k,act,16.0
TurnOnSinkFaucet,PandaOGGripper,base--panda_og_turn_on_sink,1_0k,act,18.0
TurnOnSinkFaucet,PandaOGGripper,base--panda_og_turn_on_sink,2_0k,act,13.0
TurnOnSinkFaucet,Panda,aux--mg_turn_on_sink_lite,15_0k,act,35.0
TurnOnSinkFaucet,Panda,aux--mg_turn_on_sink_lite,10_0k,act,32.0
TurnOnSinkFaucet,Panda,aux--mg_turn_on_sink_lite,5_0k,act,26.0
TurnOnSinkFaucet,Panda,base--panda+mg_panda_turn_on_sink,2_0k,act,40.0
TurnOnSinkFaucet,Panda,base--panda+mg_panda_turn_on_sink,1_0k,act,40.0
TurnOnSinkFaucet,Panda,base--panda+mg_panda_turn_on_sink,1_5k,act,47.0
TurnOnSinkFaucet,Panda,base--panda+mg_turn_on_sink_lite,1_5k,act,58.0
TurnOnSinkFaucet,Panda,base--panda+mg_turn_on_sink_lite,2_0k,act,46.0
TurnOnSinkFaucet,Panda,base--panda+mg_turn_on_sink_lite,1_0k,act_2,61.0
TurnOnSinkFaucet,Panda,base--panda+mg_turn_on_sink_lite,1_0k,act,61.0
TurnOnSinkFaucet,Panda,aux--mg_turn_on_sink,20_0k,act,14.0
